date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:16:38	803/803	---M-Z	200	added ('OK')	image/svg+xml	date:Mon,%2015%20Jan%202024%2000:50:18%20GMT	https://html.themeholy.com/klano/demo/assets/img/shape/vector_shape_4.svg	C:/My%20Web%20Sites/cleaning/html.themeholy.com/klano/demo/assets/img/shape/vector_shape_4.svg	(from https://html.themeholy.com/klano/demo/home-house-cleaner.html)
21:16:38	19015/19015	---M--	200	added ('OK')	image/png	date:Mon,%2015%20Jan%202024%2000:50:18%20GMT	https://html.themeholy.com/klano/demo/assets/img/shape/vector_shape_5.png	C:/My%20Web%20Sites/cleaning/html.themeholy.com/klano/demo/assets/img/shape/vector_shape_5.png	(from https://html.themeholy.com/klano/demo/home-house-cleaner.html)
21:16:39	3327/3327	---M--	200	added ('OK')	image/png	date:Mon,%2015%20Jan%202024%2000:50:18%20GMT	https://html.themeholy.com/klano/demo/assets/img/shape/tool_shape_2.png	C:/My%20Web%20Sites/cleaning/html.themeholy.com/klano/demo/assets/img/shape/tool_shape_2.png	(from https://html.themeholy.com/klano/demo/home-house-cleaner.html)
21:16:39	16466/16466	---M--	200	added ('OK')	image/png	date:Mon,%2015%20Jan%202024%2000:50:18%20GMT	https://html.themeholy.com/klano/demo/assets/img/shape/tool_shape_3.png	C:/My%20Web%20Sites/cleaning/html.themeholy.com/klano/demo/assets/img/shape/tool_shape_3.png	(from https://html.themeholy.com/klano/demo/home-house-cleaner.html)
21:16:40	41352/41352	---M--	200	added ('OK')	image/jpeg	date:Mon,%2015%20Jan%202024%2000:50:14%20GMT	https://html.themeholy.com/klano/demo/assets/img/bg/price_card_1.jpg	C:/My%20Web%20Sites/cleaning/html.themeholy.com/klano/demo/assets/img/bg/price_card_1.jpg	(from https://html.themeholy.com/klano/demo/home-house-cleaner.html)
21:16:40	12230/12230	---M-Z	200	added ('OK')	image/svg+xml	date:Mon,%2015%20Jan%202024%2000:50:16%20GMT	https://html.themeholy.com/klano/demo/assets/img/icon/price_card_1.svg	C:/My%20Web%20Sites/cleaning/html.themeholy.com/klano/demo/assets/img/icon/price_card_1.svg	(from https://html.themeholy.com/klano/demo/home-house-cleaner.html)
21:16:40	5432/5432	---M-Z	200	added ('OK')	image/svg+xml	date:Mon,%2015%20Jan%202024%2000:50:16%20GMT	https://html.themeholy.com/klano/demo/assets/img/icon/price_card_2.svg	C:/My%20Web%20Sites/cleaning/html.themeholy.com/klano/demo/assets/img/icon/price_card_2.svg	(from https://html.themeholy.com/klano/demo/home-house-cleaner.html)
21:16:41	13344/13344	---M-Z	200	added ('OK')	image/svg+xml	date:Mon,%2015%20Jan%202024%2000:50:16%20GMT	https://html.themeholy.com/klano/demo/assets/img/icon/price_card_3.svg	C:/My%20Web%20Sites/cleaning/html.themeholy.com/klano/demo/assets/img/icon/price_card_3.svg	(from https://html.themeholy.com/klano/demo/home-house-cleaner.html)
21:16:41	40184/40184	---M--	200	added ('OK')	image/jpeg	date:Mon,%2015%20Jan%202024%2000:50:14%20GMT	https://html.themeholy.com/klano/demo/assets/img/bg/why_bg_1.jpg	C:/My%20Web%20Sites/cleaning/html.themeholy.com/klano/demo/assets/img/bg/why_bg_1.jpg	(from https://html.themeholy.com/klano/demo/home-house-cleaner.html)
21:16:41	6240/6240	---M-Z	200	added ('OK')	image/svg+xml	date:Mon,%2015%20Jan%202024%2000:50:16%20GMT	https://html.themeholy.com/klano/demo/assets/img/icon/about_feature_3.svg	C:/My%20Web%20Sites/cleaning/html.themeholy.com/klano/demo/assets/img/icon/about_feature_3.svg	(from https://html.themeholy.com/klano/demo/home-house-cleaner.html)
21:16:42	5677/5677	---M-Z	200	added ('OK')	image/svg+xml	date:Mon,%2015%20Jan%202024%2000:50:16%20GMT	https://html.themeholy.com/klano/demo/assets/img/icon/about_feature_4.svg	C:/My%20Web%20Sites/cleaning/html.themeholy.com/klano/demo/assets/img/icon/about_feature_4.svg	(from https://html.themeholy.com/klano/demo/home-house-cleaner.html)
21:16:42	8853/8853	---M-Z	200	added ('OK')	image/svg+xml	date:Mon,%2015%20Jan%202024%2000:50:16%20GMT	https://html.themeholy.com/klano/demo/assets/img/icon/about_feature_5.svg	C:/My%20Web%20Sites/cleaning/html.themeholy.com/klano/demo/assets/img/icon/about_feature_5.svg	(from https://html.themeholy.com/klano/demo/home-house-cleaner.html)
21:16:43	27560/27560	---M--	200	added ('OK')	image/jpeg	date:Mon,%2015%20Jan%202024%2000:50:16%20GMT	https://html.themeholy.com/klano/demo/assets/img/normal/why_1_1.jpg	C:/My%20Web%20Sites/cleaning/html.themeholy.com/klano/demo/assets/img/normal/why_1_1.jpg	(from https://html.themeholy.com/klano/demo/home-house-cleaner.html)
21:16:43	9760/9760	---M--	200	added ('OK')	image/jpeg	date:Mon,%2015%20Jan%202024%2000:50:16%20GMT	https://html.themeholy.com/klano/demo/assets/img/normal/why_1_2.jpg	C:/My%20Web%20Sites/cleaning/html.themeholy.com/klano/demo/assets/img/normal/why_1_2.jpg	(from https://html.themeholy.com/klano/demo/home-house-cleaner.html)
21:16:43	23442/23442	---M--	200	added ('OK')	image/jpeg	date:Mon,%2015%20Jan%202024%2000:50:18%20GMT	https://html.themeholy.com/klano/demo/assets/img/testimonial/testi_2_1.jpg	C:/My%20Web%20Sites/cleaning/html.themeholy.com/klano/demo/assets/img/testimonial/testi_2_1.jpg	(from https://html.themeholy.com/klano/demo/home-house-cleaner.html)
21:16:44	1720/1720	---M--	200	added ('OK')	image/jpeg	date:Mon,%2015%20Jan%202024%2000:50:18%20GMT	https://html.themeholy.com/klano/demo/assets/img/testimonial/testi_1_1.jpg	C:/My%20Web%20Sites/cleaning/html.themeholy.com/klano/demo/assets/img/testimonial/testi_1_1.jpg	(from https://html.themeholy.com/klano/demo/home-house-cleaner.html)
21:16:44	1583/1583	---M--	200	added ('OK')	image/jpeg	date:Mon,%2015%20Jan%202024%2000:50:18%20GMT	https://html.themeholy.com/klano/demo/assets/img/testimonial/testi_1_2.jpg	C:/My%20Web%20Sites/cleaning/html.themeholy.com/klano/demo/assets/img/testimonial/testi_1_2.jpg	(from https://html.themeholy.com/klano/demo/home-house-cleaner.html)
21:16:45	20061/20061	---M--	200	added ('OK')	image/jpeg	date:Mon,%2015%20Jan%202024%2000:50:14%20GMT	https://html.themeholy.com/klano/demo/assets/img/bg/gallery_bg_1.jpg	C:/My%20Web%20Sites/cleaning/html.themeholy.com/klano/demo/assets/img/bg/gallery_bg_1.jpg	(from https://html.themeholy.com/klano/demo/home-house-cleaner.html)
21:16:45	26227/26227	---M--	200	added ('OK')	image/jpeg	date:Mon,%2015%20Jan%202024%2000:50:16%20GMT	https://html.themeholy.com/klano/demo/assets/img/gallery/gallery_1_1.jpg	C:/My%20Web%20Sites/cleaning/html.themeholy.com/klano/demo/assets/img/gallery/gallery_1_1.jpg	(from https://html.themeholy.com/klano/demo/home-house-cleaner.html)
21:16:46	17293/17293	---M--	200	added ('OK')	image/jpeg	date:Mon,%2015%20Jan%202024%2000:50:16%20GMT	https://html.themeholy.com/klano/demo/assets/img/gallery/gallery_1_2.jpg	C:/My%20Web%20Sites/cleaning/html.themeholy.com/klano/demo/assets/img/gallery/gallery_1_2.jpg	(from https://html.themeholy.com/klano/demo/home-house-cleaner.html)
21:16:46	24842/24842	---M--	200	added ('OK')	image/jpeg	date:Mon,%2015%20Jan%202024%2000:50:16%20GMT	https://html.themeholy.com/klano/demo/assets/img/gallery/gallery_1_3.jpg	C:/My%20Web%20Sites/cleaning/html.themeholy.com/klano/demo/assets/img/gallery/gallery_1_3.jpg	(from https://html.themeholy.com/klano/demo/home-house-cleaner.html)
21:16:46	21785/21785	---M--	200	added ('OK')	image/jpeg	date:Mon,%2015%20Jan%202024%2000:50:16%20GMT	https://html.themeholy.com/klano/demo/assets/img/gallery/gallery_1_4.jpg	C:/My%20Web%20Sites/cleaning/html.themeholy.com/klano/demo/assets/img/gallery/gallery_1_4.jpg	(from https://html.themeholy.com/klano/demo/home-house-cleaner.html)
21:16:46	20532/20532	---M--	200	added ('OK')	image/jpeg	date:Mon,%2015%20Jan%202024%2000:50:16%20GMT	https://html.themeholy.com/klano/demo/assets/img/gallery/gallery_1_5.jpg	C:/My%20Web%20Sites/cleaning/html.themeholy.com/klano/demo/assets/img/gallery/gallery_1_5.jpg	(from https://html.themeholy.com/klano/demo/home-house-cleaner.html)
21:16:47	2991/2991	---M--	200	added ('OK')	image/png	date:Mon,%2015%20Jan%202024%2000:50:18%20GMT	https://html.themeholy.com/klano/demo/assets/img/shape/tool_shape_4.png	C:/My%20Web%20Sites/cleaning/html.themeholy.com/klano/demo/assets/img/shape/tool_shape_4.png	(from https://html.themeholy.com/klano/demo/home-house-cleaner.html)
21:16:47	15732/15732	---M--	200	added ('OK')	image/jpeg	date:Mon,%2015%20Jan%202024%2000:50:14%20GMT	https://html.themeholy.com/klano/demo/assets/img/blog/blog_1_1.jpg	C:/My%20Web%20Sites/cleaning/html.themeholy.com/klano/demo/assets/img/blog/blog_1_1.jpg	(from https://html.themeholy.com/klano/demo/home-house-cleaner.html)
21:16:47	17583/17583	---M--	200	added ('OK')	image/jpeg	date:Mon,%2015%20Jan%202024%2000:50:14%20GMT	https://html.themeholy.com/klano/demo/assets/img/blog/blog_1_2.jpg	C:/My%20Web%20Sites/cleaning/html.themeholy.com/klano/demo/assets/img/blog/blog_1_2.jpg	(from https://html.themeholy.com/klano/demo/home-house-cleaner.html)
21:16:48	14294/14294	---M--	200	added ('OK')	image/jpeg	date:Mon,%2015%20Jan%202024%2000:50:14%20GMT	https://html.themeholy.com/klano/demo/assets/img/blog/blog_1_3.jpg	C:/My%20Web%20Sites/cleaning/html.themeholy.com/klano/demo/assets/img/blog/blog_1_3.jpg	(from https://html.themeholy.com/klano/demo/home-house-cleaner.html)
21:16:49	21595/21595	---M--	200	added ('OK')	image/jpeg	date:Mon,%2015%20Jan%202024%2000:50:14%20GMT	https://html.themeholy.com/klano/demo/assets/img/blog/blog_1_4.jpg	C:/My%20Web%20Sites/cleaning/html.themeholy.com/klano/demo/assets/img/blog/blog_1_4.jpg	(from https://html.themeholy.com/klano/demo/home-house-cleaner.html)
21:16:49	2846/2846	---M--	200	added ('OK')	image/png	date:Mon,%2015%20Jan%202024%2000:50:18%20GMT	https://html.themeholy.com/klano/demo/assets/img/shape/tool_shape_5.png	C:/My%20Web%20Sites/cleaning/html.themeholy.com/klano/demo/assets/img/shape/tool_shape_5.png	(from https://html.themeholy.com/klano/demo/home-house-cleaner.html)
21:16:49	131056/131056	---M-Z	200	added ('OK')	image/svg+xml	date:Mon,%2015%20Jan%202024%2000:50:14%20GMT	https://html.themeholy.com/klano/demo/assets/img/brand/brand_1_1.svg	C:/My%20Web%20Sites/cleaning/html.themeholy.com/klano/demo/assets/img/brand/brand_1_1.svg	(from https://html.themeholy.com/klano/demo/home-house-cleaner.html)
21:16:50	67927/67927	---M-Z	200	added ('OK')	image/svg+xml	date:Mon,%2015%20Jan%202024%2000:50:14%20GMT	https://html.themeholy.com/klano/demo/assets/img/brand/brand_1_2.svg	C:/My%20Web%20Sites/cleaning/html.themeholy.com/klano/demo/assets/img/brand/brand_1_2.svg	(from https://html.themeholy.com/klano/demo/home-house-cleaner.html)
21:16:50	80027/80027	---M-Z	200	added ('OK')	image/svg+xml	date:Mon,%2015%20Jan%202024%2000:50:14%20GMT	https://html.themeholy.com/klano/demo/assets/img/brand/brand_1_3.svg	C:/My%20Web%20Sites/cleaning/html.themeholy.com/klano/demo/assets/img/brand/brand_1_3.svg	(from https://html.themeholy.com/klano/demo/home-house-cleaner.html)
21:16:50	32616/32616	---M-Z	200	added ('OK')	image/svg+xml	date:Mon,%2015%20Jan%202024%2000:50:14%20GMT	https://html.themeholy.com/klano/demo/assets/img/brand/brand_1_4.svg	C:/My%20Web%20Sites/cleaning/html.themeholy.com/klano/demo/assets/img/brand/brand_1_4.svg	(from https://html.themeholy.com/klano/demo/home-house-cleaner.html)
21:16:50	68217/68217	---M-Z	200	added ('OK')	image/svg+xml	date:Mon,%2015%20Jan%202024%2000:50:14%20GMT	https://html.themeholy.com/klano/demo/assets/img/brand/brand_1_5.svg	C:/My%20Web%20Sites/cleaning/html.themeholy.com/klano/demo/assets/img/brand/brand_1_5.svg	(from https://html.themeholy.com/klano/demo/home-house-cleaner.html)
21:16:51	75267/75267	---M-Z	200	added ('OK')	image/svg+xml	date:Mon,%2015%20Jan%202024%2000:50:14%20GMT	https://html.themeholy.com/klano/demo/assets/img/brand/brand_1_6.svg	C:/My%20Web%20Sites/cleaning/html.themeholy.com/klano/demo/assets/img/brand/brand_1_6.svg	(from https://html.themeholy.com/klano/demo/home-house-cleaner.html)
21:16:51	19237/19237	---M--	200	added ('OK')	image/jpeg	date:Mon,%2015%20Jan%202024%2000:50:14%20GMT	https://html.themeholy.com/klano/demo/assets/img/bg/footer_bg_1.jpg	C:/My%20Web%20Sites/cleaning/html.themeholy.com/klano/demo/assets/img/bg/footer_bg_1.jpg	(from https://html.themeholy.com/klano/demo/home-house-cleaner.html)
21:16:51	14686/14686	---M--	200	added ('OK')	image/png	date:Mon,%2015%20Jan%202024%2000:50:18%20GMT	https://html.themeholy.com/klano/demo/assets/img/shape/footer_shape_1.png	C:/My%20Web%20Sites/cleaning/html.themeholy.com/klano/demo/assets/img/shape/footer_shape_1.png	(from https://html.themeholy.com/klano/demo/home-house-cleaner.html)
21:16:52	2998/2998	---M--	200	added ('OK')	image/png	date:Mon,%2015%20Jan%202024%2000:50:18%20GMT	https://html.themeholy.com/klano/demo/assets/img/shape/footer_shape_2.png	C:/My%20Web%20Sites/cleaning/html.themeholy.com/klano/demo/assets/img/shape/footer_shape_2.png	(from https://html.themeholy.com/klano/demo/home-house-cleaner.html)
21:16:52	14707/14707	---M-Z	200	added ('OK')	image/svg+xml	date:Mon,%2015%20Jan%202024%2000:50:14%20GMT	https://html.themeholy.com/klano/demo/assets/img/logo-footer.svg	C:/My%20Web%20Sites/cleaning/html.themeholy.com/klano/demo/assets/img/logo-footer.svg	(from https://html.themeholy.com/klano/demo/home-house-cleaner.html)
21:16:53	87533/87533	---M-Z	200	added ('OK')	text/javascript	date:Mon,%2015%20Jan%202024%2000:50:18%20GMT	https://html.themeholy.com/klano/demo/assets/js/vendor/jquery-3.7.1.min.js	C:/My%20Web%20Sites/cleaning/html.themeholy.com/klano/demo/assets/js/vendor/jquery-3.7.1.min.js	(from https://html.themeholy.com/klano/demo/home-house-cleaner.html)
21:16:53	11488/11488	---M-Z	200	added ('OK')	text/javascript	date:Mon,%2015%20Jan%202024%2000:50:18%20GMT	https://html.themeholy.com/klano/demo/assets/js/main.js	C:/My%20Web%20Sites/cleaning/html.themeholy.com/klano/demo/assets/js/main.js	(from https://html.themeholy.com/klano/demo/home-house-cleaner.html)
21:16:54	380108/380108	---M-Z	200	added ('OK')	text/javascript	date:Mon,%2015%20Jan%202024%2000:50:18%20GMT	https://html.themeholy.com/klano/demo/assets/js/app.min.js	C:/My%20Web%20Sites/cleaning/html.themeholy.com/klano/demo/assets/js/app.min.js	(from https://html.themeholy.com/klano/demo/home-house-cleaner.html)
21:16:54	105252/105252	---M--	200	added ('OK')	font/woff2	date:Mon,%2015%20Jan%202024%2000:50:12%20GMT	https://html.themeholy.com/klano/demo/assets/fonts/fontawesome/fa-brands-400.woff2	C:/My%20Web%20Sites/cleaning/html.themeholy.com/klano/demo/assets/fonts/fontawesome/fa-brands-400.woff2	(from https://html.themeholy.com/klano/demo/assets/css/fontawesome.min.css)
21:16:54	181500/181500	---M-Z	200	added ('OK')	font/ttf	date:Mon,%2015%20Jan%202024%2000:50:12%20GMT	https://html.themeholy.com/klano/demo/assets/fonts/fontawesome/fa-brands-400.ttf	C:/My%20Web%20Sites/cleaning/html.themeholy.com/klano/demo/assets/fonts/fontawesome/fa-brands-400.ttf	(from https://html.themeholy.com/klano/demo/assets/css/fontawesome.min.css)
21:16:55	399412/399412	---M--	200	added ('OK')	font/woff2	date:Mon,%2015%20Jan%202024%2000:50:12%20GMT	https://html.themeholy.com/klano/demo/assets/fonts/fontawesome/fa-duotone-900.woff2	C:/My%20Web%20Sites/cleaning/html.themeholy.com/klano/demo/assets/fonts/fontawesome/fa-duotone-900.woff2	(from https://html.themeholy.com/klano/demo/assets/css/fontawesome.min.css)
21:16:56	1119916/1119916	---MCZ	200	added ('OK')	font/ttf	date:Mon,%2015%20Jan%202024%2000:50:12%20GMT	https://html.themeholy.com/klano/demo/assets/fonts/fontawesome/fa-duotone-900.ttf	C:/My%20Web%20Sites/cleaning/html.themeholy.com/klano/demo/assets/fonts/fontawesome/fa-duotone-900.ttf	(from https://html.themeholy.com/klano/demo/assets/css/fontawesome.min.css)
21:16:57	354424/354424	---M--	200	added ('OK')	font/woff2	date:Mon,%2015%20Jan%202024%2000:50:12%20GMT	https://html.themeholy.com/klano/demo/assets/fonts/fontawesome/fa-regular-400.woff2	C:/My%20Web%20Sites/cleaning/html.themeholy.com/klano/demo/assets/fonts/fontawesome/fa-regular-400.woff2	(from https://html.themeholy.com/klano/demo/assets/css/fontawesome.min.css)
21:16:57	986976/986976	---M-Z	200	added ('OK')	font/ttf	date:Mon,%2015%20Jan%202024%2000:50:12%20GMT	https://html.themeholy.com/klano/demo/assets/fonts/fontawesome/fa-light-300.ttf	C:/My%20Web%20Sites/cleaning/html.themeholy.com/klano/demo/assets/fonts/fontawesome/fa-light-300.ttf	(from https://html.themeholy.com/klano/demo/assets/css/fontawesome.min.css)
21:16:57	388560/388560	---M--	200	added ('OK')	font/woff2	date:Mon,%2015%20Jan%202024%2000:50:12%20GMT	https://html.themeholy.com/klano/demo/assets/fonts/fontawesome/fa-light-300.woff2	C:/My%20Web%20Sites/cleaning/html.themeholy.com/klano/demo/assets/fonts/fontawesome/fa-light-300.woff2	(from https://html.themeholy.com/klano/demo/assets/css/fontawesome.min.css)
21:16:59	301680/301680	---M--	200	added ('OK')	font/woff2	date:Mon,%2015%20Jan%202024%2000:50:12%20GMT	https://html.themeholy.com/klano/demo/assets/fonts/fontawesome/fa-solid-900.woff2	C:/My%20Web%20Sites/cleaning/html.themeholy.com/klano/demo/assets/fonts/fontawesome/fa-solid-900.woff2	(from https://html.themeholy.com/klano/demo/assets/css/fontawesome.min.css)
21:16:59	879176/879176	---M-Z	200	added ('OK')	font/ttf	date:Mon,%2015%20Jan%202024%2000:50:12%20GMT	https://html.themeholy.com/klano/demo/assets/fonts/fontawesome/fa-regular-400.ttf	C:/My%20Web%20Sites/cleaning/html.themeholy.com/klano/demo/assets/fonts/fontawesome/fa-regular-400.ttf	(from https://html.themeholy.com/klano/demo/assets/css/fontawesome.min.css)
21:16:59	775600/775600	---M-Z	200	added ('OK')	font/ttf	date:Mon,%2015%20Jan%202024%2000:50:12%20GMT	https://html.themeholy.com/klano/demo/assets/fonts/fontawesome/fa-solid-900.ttf	C:/My%20Web%20Sites/cleaning/html.themeholy.com/klano/demo/assets/fonts/fontawesome/fa-solid-900.ttf	(from https://html.themeholy.com/klano/demo/assets/css/fontawesome.min.css)
21:17:00	23536/23536	---M--	200	added ('OK')	image/jpeg	date:Mon,%2015%20Jan%202024%2000:50:14%20GMT	https://html.themeholy.com/klano/demo/assets/img/bg/breadcumb-bg.jpg	C:/My%20Web%20Sites/cleaning/html.themeholy.com/klano/demo/assets/img/bg/breadcumb-bg.jpg	(from https://html.themeholy.com/klano/demo/cart.html)
21:17:00	425296/425296	---M--	200	added ('OK')	font/woff2	date:Mon,%2015%20Jan%202024%2000:50:12%20GMT	https://html.themeholy.com/klano/demo/assets/fonts/fontawesome/fa-thin-100.woff2	C:/My%20Web%20Sites/cleaning/html.themeholy.com/klano/demo/assets/fonts/fontawesome/fa-thin-100.woff2	(from https://html.themeholy.com/klano/demo/assets/css/fontawesome.min.css)
21:17:00	1086840/1086840	---MCZ	200	added ('OK')	font/ttf	date:Mon,%2015%20Jan%202024%2000:50:12%20GMT	https://html.themeholy.com/klano/demo/assets/fonts/fontawesome/fa-thin-100.ttf	C:/My%20Web%20Sites/cleaning/html.themeholy.com/klano/demo/assets/fonts/fontawesome/fa-thin-100.ttf	(from https://html.themeholy.com/klano/demo/assets/css/fontawesome.min.css)
21:17:00	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2017%20Jun%202024%2020:16:59%20GMT	https://html.themeholy.com/klano/demo/shop-detailis.html	C:/My%20Web%20Sites/cleaning/html.themeholy.com/klano/demo/shop-detailis.html	(from https://html.themeholy.com/klano/demo/cart.html)
21:17:01	57808/57808	---M--	200	added ('OK')	image/jpeg	date:Mon,%2015%20Jan%202024%2000:50:16%20GMT	https://html.themeholy.com/klano/demo/assets/img/hero/hero_bg_1_1.jpg	C:/My%20Web%20Sites/cleaning/html.themeholy.com/klano/demo/assets/img/hero/hero_bg_1_1.jpg	(from https://html.themeholy.com/klano/demo/home-cleaning-service.html)
21:17:01	245689/245689	---M--	200	added ('OK')	image/png	date:Mon,%2015%20Jan%202024%2000:50:16%20GMT	https://html.themeholy.com/klano/demo/assets/img/hero/hero_overlay_1.png	C:/My%20Web%20Sites/cleaning/html.themeholy.com/klano/demo/assets/img/hero/hero_overlay_1.png	(from https://html.themeholy.com/klano/demo/home-cleaning-service.html)
21:17:01	851/851	---M--	200	added ('OK')	image/png	date:Mon,%2015%20Jan%202024%2000:50:16%20GMT	https://html.themeholy.com/klano/demo/assets/img/hero/bubble_1.png	C:/My%20Web%20Sites/cleaning/html.themeholy.com/klano/demo/assets/img/hero/bubble_1.png	(from https://html.themeholy.com/klano/demo/home-cleaning-service.html)
21:17:02	71830/71830	---M--	200	added ('OK')	image/jpeg	date:Mon,%2015%20Jan%202024%2000:50:16%20GMT	https://html.themeholy.com/klano/demo/assets/img/hero/hero_bg_1_2.jpg	C:/My%20Web%20Sites/cleaning/html.themeholy.com/klano/demo/assets/img/hero/hero_bg_1_2.jpg	(from https://html.themeholy.com/klano/demo/home-cleaning-service.html)
21:17:02	70829/70829	---M--	200	added ('OK')	image/jpeg	date:Mon,%2015%20Jan%202024%2000:50:16%20GMT	https://html.themeholy.com/klano/demo/assets/img/hero/hero_bg_1_3.jpg	C:/My%20Web%20Sites/cleaning/html.themeholy.com/klano/demo/assets/img/hero/hero_bg_1_3.jpg	(from https://html.themeholy.com/klano/demo/home-cleaning-service.html)
21:17:02	8063/8063	---M--	200	added ('OK')	image/png	date:Mon,%2015%20Jan%202024%2000:50:16%20GMT	https://html.themeholy.com/klano/demo/assets/img/hero/circle_big.png	C:/My%20Web%20Sites/cleaning/html.themeholy.com/klano/demo/assets/img/hero/circle_big.png	(from https://html.themeholy.com/klano/demo/home-cleaning-service.html)
21:17:03	3481/3481	---M--	200	added ('OK')	image/png	date:Mon,%2015%20Jan%202024%2000:50:16%20GMT	https://html.themeholy.com/klano/demo/assets/img/hero/circle_middle.png	C:/My%20Web%20Sites/cleaning/html.themeholy.com/klano/demo/assets/img/hero/circle_middle.png	(from https://html.themeholy.com/klano/demo/home-cleaning-service.html)
21:17:03	1571/1571	---M--	200	added ('OK')	image/png	date:Mon,%2015%20Jan%202024%2000:50:18%20GMT	https://html.themeholy.com/klano/demo/assets/img/shape/vector_shape_6.png	C:/My%20Web%20Sites/cleaning/html.themeholy.com/klano/demo/assets/img/shape/vector_shape_6.png	(from https://html.themeholy.com/klano/demo/home-cleaning-service.html)
21:17:04	15871/15871	---M--	200	added ('OK')	image/jpeg	date:Mon,%2015%20Jan%202024%2000:50:16%20GMT	https://html.themeholy.com/klano/demo/assets/img/normal/about_2_1.jpg	C:/My%20Web%20Sites/cleaning/html.themeholy.com/klano/demo/assets/img/normal/about_2_1.jpg	(from https://html.themeholy.com/klano/demo/home-cleaning-service.html)
21:17:04	10025/10025	---M--	200	added ('OK')	image/jpeg	date:Mon,%2015%20Jan%202024%2000:50:16%20GMT	https://html.themeholy.com/klano/demo/assets/img/normal/about_2_2.jpg	C:/My%20Web%20Sites/cleaning/html.themeholy.com/klano/demo/assets/img/normal/about_2_2.jpg	(from https://html.themeholy.com/klano/demo/home-cleaning-service.html)
21:17:04	1355/1355	---M--	200	added ('OK')	image/png	date:Mon,%2015%20Jan%202024%2000:50:16%20GMT	https://html.themeholy.com/klano/demo/assets/img/normal/dots.png	C:/My%20Web%20Sites/cleaning/html.themeholy.com/klano/demo/assets/img/normal/dots.png	(from https://html.themeholy.com/klano/demo/home-cleaning-service.html)
21:17:05	1659/1659	---M--	200	added ('OK')	image/png	date:Mon,%2015%20Jan%202024%2000:50:18%20GMT	https://html.themeholy.com/klano/demo/assets/img/shape/vector_shape_7.png	C:/My%20Web%20Sites/cleaning/html.themeholy.com/klano/demo/assets/img/shape/vector_shape_7.png	(from https://html.themeholy.com/klano/demo/home-cleaning-service.html)
21:17:05	9767/9767	---M--	200	added ('OK')	image/png	date:Mon,%2015%20Jan%202024%2000:50:18%20GMT	https://html.themeholy.com/klano/demo/assets/img/service/service_box_1.png	C:/My%20Web%20Sites/cleaning/html.themeholy.com/klano/demo/assets/img/service/service_box_1.png	(from https://html.themeholy.com/klano/demo/home-cleaning-service.html)
21:17:06	15723/15723	---M--	200	added ('OK')	image/png	date:Mon,%2015%20Jan%202024%2000:50:18%20GMT	https://html.themeholy.com/klano/demo/assets/img/service/service_box_2.png	C:/My%20Web%20Sites/cleaning/html.themeholy.com/klano/demo/assets/img/service/service_box_2.png	(from https://html.themeholy.com/klano/demo/home-cleaning-service.html)
21:17:06	11863/11863	---M--	200	added ('OK')	image/png	date:Mon,%2015%20Jan%202024%2000:50:18%20GMT	https://html.themeholy.com/klano/demo/assets/img/service/service_box_3.png	C:/My%20Web%20Sites/cleaning/html.themeholy.com/klano/demo/assets/img/service/service_box_3.png	(from https://html.themeholy.com/klano/demo/home-cleaning-service.html)
21:17:06	10791/10791	---M--	200	added ('OK')	image/jpeg	date:Mon,%2015%20Jan%202024%2000:50:14%20GMT	https://html.themeholy.com/klano/demo/assets/img/bg/counter_bg_1.jpg	C:/My%20Web%20Sites/cleaning/html.themeholy.com/klano/demo/assets/img/bg/counter_bg_1.jpg	(from https://html.themeholy.com/klano/demo/home-cleaning-service.html)
21:17:06	5517/5517	---M-Z	200	added ('OK')	image/svg+xml	date:Mon,%2015%20Jan%202024%2000:50:16%20GMT	https://html.themeholy.com/klano/demo/assets/img/icon/counter_card_1.svg	C:/My%20Web%20Sites/cleaning/html.themeholy.com/klano/demo/assets/img/icon/counter_card_1.svg	(from https://html.themeholy.com/klano/demo/home-cleaning-service.html)
21:17:07	11431/11431	---M-Z	200	added ('OK')	image/svg+xml	date:Mon,%2015%20Jan%202024%2000:50:16%20GMT	https://html.themeholy.com/klano/demo/assets/img/icon/counter_card_2.svg	C:/My%20Web%20Sites/cleaning/html.themeholy.com/klano/demo/assets/img/icon/counter_card_2.svg	(from https://html.themeholy.com/klano/demo/home-cleaning-service.html)
21:17:07	11206/11206	---M-Z	200	added ('OK')	image/svg+xml	date:Mon,%2015%20Jan%202024%2000:50:16%20GMT	https://html.themeholy.com/klano/demo/assets/img/icon/counter_card_3.svg	C:/My%20Web%20Sites/cleaning/html.themeholy.com/klano/demo/assets/img/icon/counter_card_3.svg	(from https://html.themeholy.com/klano/demo/home-cleaning-service.html)
21:17:08	3251/3251	---M-Z	200	added ('OK')	image/svg+xml	date:Mon,%2015%20Jan%202024%2000:50:16%20GMT	https://html.themeholy.com/klano/demo/assets/img/icon/counter_card_4.svg	C:/My%20Web%20Sites/cleaning/html.themeholy.com/klano/demo/assets/img/icon/counter_card_4.svg	(from https://html.themeholy.com/klano/demo/home-cleaning-service.html)
